gene_id	protein_id	ugo_protein_id	species	orthogroup	species_present_11	candidate_function	benchmark_module	candidate_tier	ugo_score	validation_priority_score	validation_priority_class	biological_discovery_case	suggested_validation_system	suggested_assay
KN539014.1_FG004	KN539014.1_FG004	UGOseq_000227564	Oryza_longistaminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
KN539025.1_FG005	KN539025.1_FG005	UGOseq_000227724	Oryza_longistaminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
KN539100.1_FG002	KN539100.1_FG002	UGOseq_000228762	Oryza_longistaminata	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
KN539990.1_FG003	KN539990.1_FG003	UGOseq_000236990	Oryza_longistaminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
KN540515.1_FG003	KN540515.1_FG003	UGOseq_000239514	Oryza_longistaminata	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
KN540732.1_FG003	KN540732.1_FG003	UGOseq_000240365	Oryza_longistaminata	OG0006937	11	Carotenoid cleavage dioxygenase / hormone-related regulation	Hormone_regulation	Tier_B_no_new_lotus_ginger_support	1.0	0.89	Top validation-ready candidate	Hormone-related regulation module	storage-root/tuber or hormone-responsive underground-organ system	hormone-response expression analysis and candidate perturbation
KN540983.1_FG002	KN540983.1_FG002	UGOseq_000241219	Oryza_longistaminata	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
KN541005.1_FG005	KN541005.1_FG005	UGOseq_000241284	Oryza_longistaminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
KN541256.1_FG001	KN541256.1_FG001	UGOseq_000241991	Oryza_longistaminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120645672	XP_039778369.1	UGOseq_000250877	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120645689	XP_039778384.1	UGOseq_000250891	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120646450	XP_039778948.1	UGOseq_000251376	Panicum_virgatum	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120647996	XP_039780719.1	UGOseq_000252552	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120649320	XP_039782027.1	UGOseq_000253538	Panicum_virgatum	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120650406	XP_039783459.1	UGOseq_000254480	Panicum_virgatum	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
LOC120651058	XP_039784335.1	UGOseq_000255012	Panicum_virgatum	OG0004958	11	Non-symbiotic hemoglobin / stress-resilience candidate	Stress_resilience	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Stress-resilience module	regrowth or stress-resilience underground-organ system	stress/regrowth expression profiling and survival/regrowth phenotyping
LOC120651567	XP_039785027.1	UGOseq_000255383	Panicum_virgatum	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120652503	XP_039786292.1	UGOseq_000256128	Panicum_virgatum	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120653738	XP_039787349.1	UGOseq_000256983	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120659751	XP_039793911.1	UGOseq_000261317	Panicum_virgatum	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120662150	XP_039797206.1	UGOseq_000263259	Panicum_virgatum	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120666560	XP_039802360.1	UGOseq_000266589	Panicum_virgatum	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120666724	XP_039802573.1	UGOseq_000266718	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120667282	XP_039803304.1	UGOseq_000267178	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120670756	XP_039806833.1	UGOseq_000269664	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120672284	XP_039808540.1	UGOseq_000270740	Panicum_virgatum	OG0006937	11	Carotenoid cleavage dioxygenase / hormone-related regulation	Hormone_regulation	Tier_B_no_new_lotus_ginger_support	1.0	0.89	Top validation-ready candidate	Hormone-related regulation module	storage-root/tuber or hormone-responsive underground-organ system	hormone-response expression analysis and candidate perturbation
LOC120672800	XP_039809326.1	UGOseq_000271173	Panicum_virgatum	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120674597	XP_039811689.1	UGOseq_000272635	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120675169	XP_039812203.1	UGOseq_000273089	Panicum_virgatum	OG0006937	11	Carotenoid cleavage dioxygenase / hormone-related regulation	Hormone_regulation	Tier_B_no_new_lotus_ginger_support	1.0	0.89	Top validation-ready candidate	Hormone-related regulation module	storage-root/tuber or hormone-responsive underground-organ system	hormone-response expression analysis and candidate perturbation
LOC120675963	XP_039813097.1	UGOseq_000273703	Panicum_virgatum	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120676225	XP_039813390.1	UGOseq_000273894	Panicum_virgatum	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
LOC120681016	XP_039818509.1	UGOseq_000277235	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120681291	XP_039818735.1	UGOseq_000277453	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120681292	XP_039818736.1	UGOseq_000277454	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120684840	XP_039822640.1	UGOseq_000279964	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120685141	XP_039822907.1	UGOseq_000280211	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120686500	XP_039824650.1	UGOseq_000281208	Panicum_virgatum	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120688050	XP_039826113.1	UGOseq_000282200	Panicum_virgatum	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
LOC120689492	XP_039827702.1	UGOseq_000283350	Panicum_virgatum	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120689545	XP_039827772.1	UGOseq_000283391	Panicum_virgatum	OG0004958	11	Non-symbiotic hemoglobin / stress-resilience candidate	Stress_resilience	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Stress-resilience module	regrowth or stress-resilience underground-organ system	stress/regrowth expression profiling and survival/regrowth phenotyping
LOC120689719	XP_039828037.1	UGOseq_000283533	Panicum_virgatum	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120689726	XP_039828048.1	UGOseq_000283540	Panicum_virgatum	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120690403	XP_039828975.1	UGOseq_000284090	Panicum_virgatum	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120690542	XP_039829160.1	UGOseq_000284208	Panicum_virgatum	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120690828	XP_039829597.1	UGOseq_000284446	Panicum_virgatum	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120691471	XP_039830476.1	UGOseq_000284982	Panicum_virgatum	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120691472	XP_039830477.1	UGOseq_000284983	Panicum_virgatum	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120692648	XP_039831961.1	UGOseq_000285923	Panicum_virgatum	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120693973	XP_039833078.1	UGOseq_000286698	Panicum_virgatum	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120695296	XP_039834516.1	UGOseq_000287667	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120696517	XP_039835382.1	UGOseq_000288380	Panicum_virgatum	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120700592	XP_039840776.1	UGOseq_000291673	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120700960	XP_039841079.1	UGOseq_000291963	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120701128	XP_039841214.1	UGOseq_000292091	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120701869	XP_039841611.1	UGOseq_000292450	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120701979	XP_039841698.1	UGOseq_000292535	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120707469	XP_039848309.1	UGOseq_000296728	Panicum_virgatum	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
LOC120707866	XP_039848855.1	UGOseq_000297063	Panicum_virgatum	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120707968	XP_039848961.1	UGOseq_000297147	Panicum_virgatum	OG0006937	11	Carotenoid cleavage dioxygenase / hormone-related regulation	Hormone_regulation	Tier_B_no_new_lotus_ginger_support	1.0	0.89	Top validation-ready candidate	Hormone-related regulation module	storage-root/tuber or hormone-responsive underground-organ system	hormone-response expression analysis and candidate perturbation
LOC120708456	XP_039849633.1	UGOseq_000297552	Panicum_virgatum	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120709666	XP_039851272.1	UGOseq_000298553	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120713394	XP_039855306.1	UGOseq_000301245	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120713438	XP_039855335.1	UGOseq_000301274	Panicum_virgatum	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
PGSC0003DMG400000525	PGSC0003DMG400000525	UGOseq_000302164	Solanum_tuberosum	OG0006937	11	Carotenoid cleavage dioxygenase / hormone-related regulation	Hormone_regulation	Tier_B_no_new_lotus_ginger_support	1.0	0.89	Top validation-ready candidate	Hormone-related regulation module	storage-root/tuber or hormone-responsive underground-organ system	hormone-response expression analysis and candidate perturbation
PGSC0003DMG400001161	PGSC0003DMG400001161	UGOseq_000302656	Solanum_tuberosum	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
PGSC0003DMG400001375	PGSC0003DMG400001375	UGOseq_000302829	Solanum_tuberosum	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
PGSC0003DMG400001939	PGSC0003DMG400001939	UGOseq_000303292	Solanum_tuberosum	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
PGSC0003DMG400002824	PGSC0003DMG400002824	UGOseq_000303965	Solanum_tuberosum	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
PGSC0003DMG400009356	PGSC0003DMG400009356	UGOseq_000309058	Solanum_tuberosum	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
PGSC0003DMG400015269	PGSC0003DMG400015269	UGOseq_000313661	Solanum_tuberosum	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
PGSC0003DMG400017535	PGSC0003DMG400017535	UGOseq_000315420	Solanum_tuberosum	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
PGSC0003DMG400018435	PGSC0003DMG400018435	UGOseq_000316124	Solanum_tuberosum	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
PGSC0003DMG400020053	PGSC0003DMG400020053	UGOseq_000317349	Solanum_tuberosum	OG0004958	11	Non-symbiotic hemoglobin / stress-resilience candidate	Stress_resilience	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Stress-resilience module	regrowth or stress-resilience underground-organ system	stress/regrowth expression profiling and survival/regrowth phenotyping
PGSC0003DMG400024627	PGSC0003DMG400024627	UGOseq_000320927	Solanum_tuberosum	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
PGSC0003DMG400026564	PGSC0003DMG400026564	UGOseq_000322459	Solanum_tuberosum	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
PGSC0003DMG400028361	PGSC0003DMG400028361	UGOseq_000323832	Solanum_tuberosum	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
PGSC0003DMG400043393	PGSC0003DMG400043393	UGOseq_000334046	Solanum_tuberosum	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
