ugo_protein_id	search_database_header	species	gene_id	protein_id	raw_input_header	orthogroup	species_present_11	candidate_function	benchmark_module	candidate_tier	ugo_score	validation_priority_score	validation_priority_class	biological_discovery_case	suggested_validation_system	suggested_assay
UGOseq_000005726	UGOseq_000005726|species=Beta_vulgaris|gene=LOC104889595|protein=Beta_vulgaris|gene=LOC104889595|len=708|source=XP_010673155.1|orthogroup=OG0000139	Beta_vulgaris	LOC104889595	Beta_vulgaris|gene=LOC104889595|len=708|source=XP_010673155.1	Beta_vulgaris|gene=LOC104889595|len=708|source=XP_010673155.1 PREDICTED: uncharacterized protein LOC104889595 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000005881	UGOseq_000005881|species=Beta_vulgaris|gene=LOC104889755|protein=Beta_vulgaris|gene=LOC104889755|len=1001|source=XP_010673355.1|orthogroup=OG0000139	Beta_vulgaris	LOC104889755	Beta_vulgaris|gene=LOC104889755|len=1001|source=XP_010673355.1	Beta_vulgaris|gene=LOC104889755|len=1001|source=XP_010673355.1 PREDICTED: uncharacterized protein LOC104889755 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000006387	UGOseq_000006387|species=Beta_vulgaris|gene=LOC104890294|protein=Beta_vulgaris|gene=LOC104890294|len=989|source=XP_010674016.1|orthogroup=OG0000139	Beta_vulgaris	LOC104890294	Beta_vulgaris|gene=LOC104890294|len=989|source=XP_010674016.1	Beta_vulgaris|gene=LOC104890294|len=989|source=XP_010674016.1 PREDICTED: uncharacterized protein LOC104890294 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000006556	UGOseq_000006556|species=Beta_vulgaris|gene=LOC104890473|protein=Beta_vulgaris|gene=LOC104890473|len=1103|source=XP_010674286.1|orthogroup=OG0000139	Beta_vulgaris	LOC104890473	Beta_vulgaris|gene=LOC104890473|len=1103|source=XP_010674286.1	Beta_vulgaris|gene=LOC104890473|len=1103|source=XP_010674286.1 PREDICTED: uncharacterized protein LOC104890473 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000006793	UGOseq_000006793|species=Beta_vulgaris|gene=LOC104890735|protein=Beta_vulgaris|gene=LOC104890735|len=1375|source=XP_010674612.1|orthogroup=OG0000139	Beta_vulgaris	LOC104890735	Beta_vulgaris|gene=LOC104890735|len=1375|source=XP_010674612.1	Beta_vulgaris|gene=LOC104890735|len=1375|source=XP_010674612.1 PREDICTED: uncharacterized protein LOC104890735 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000006985	UGOseq_000006985|species=Beta_vulgaris|gene=LOC104890943|protein=Beta_vulgaris|gene=LOC104890943|len=169|source=XP_010674863.1|orthogroup=OG0000154	Beta_vulgaris	LOC104890943	Beta_vulgaris|gene=LOC104890943|len=169|source=XP_010674863.1	Beta_vulgaris|gene=LOC104890943|len=169|source=XP_010674863.1 PREDICTED: cold shock protein 1-like [Beta vulgaris subsp. vulgaris]	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000007281	UGOseq_000007281|species=Beta_vulgaris|gene=LOC104891289|protein=Beta_vulgaris|gene=LOC104891289|len=308|source=XP_010675260.1|orthogroup=OG0000139	Beta_vulgaris	LOC104891289	Beta_vulgaris|gene=LOC104891289|len=308|source=XP_010675260.1	Beta_vulgaris|gene=LOC104891289|len=308|source=XP_010675260.1 PREDICTED: uncharacterized protein LOC104891289 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000007359	UGOseq_000007359|species=Beta_vulgaris|gene=LOC104891378|protein=Beta_vulgaris|gene=LOC104891378|len=96|source=XP_010675365.1|orthogroup=OG0000154	Beta_vulgaris	LOC104891378	Beta_vulgaris|gene=LOC104891378|len=96|source=XP_010675365.1	Beta_vulgaris|gene=LOC104891378|len=96|source=XP_010675365.1 PREDICTED: DNA-binding protein HEXBP-like [Beta vulgaris subsp. vulgaris]	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000007512	UGOseq_000007512|species=Beta_vulgaris|gene=LOC104891549|protein=Beta_vulgaris|gene=LOC104891549|len=267|source=XP_010675556.1|orthogroup=OG0000139	Beta_vulgaris	LOC104891549	Beta_vulgaris|gene=LOC104891549|len=267|source=XP_010675556.1	Beta_vulgaris|gene=LOC104891549|len=267|source=XP_010675556.1 PREDICTED: uncharacterized protein LOC104891549 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000007858	UGOseq_000007858|species=Beta_vulgaris|gene=LOC104891936|protein=Beta_vulgaris|gene=LOC104891936|len=1342|source=XP_010676026.1|orthogroup=OG0000139	Beta_vulgaris	LOC104891936	Beta_vulgaris|gene=LOC104891936|len=1342|source=XP_010676026.1	Beta_vulgaris|gene=LOC104891936|len=1342|source=XP_010676026.1 PREDICTED: uncharacterized protein LOC104891936 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000007945	UGOseq_000007945|species=Beta_vulgaris|gene=LOC104892032|protein=Beta_vulgaris|gene=LOC104892032|len=436|source=XP_010676147.2|orthogroup=OG0000154	Beta_vulgaris	LOC104892032	Beta_vulgaris|gene=LOC104892032|len=436|source=XP_010676147.2	Beta_vulgaris|gene=LOC104892032|len=436|source=XP_010676147.2 PREDICTED: uncharacterized protein LOC104892032 [Beta vulgaris subsp. vulgaris]	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000008544	UGOseq_000008544|species=Beta_vulgaris|gene=LOC104892675|protein=Beta_vulgaris|gene=LOC104892675|len=917|source=XP_010676966.1|orthogroup=OG0000139	Beta_vulgaris	LOC104892675	Beta_vulgaris|gene=LOC104892675|len=917|source=XP_010676966.1	Beta_vulgaris|gene=LOC104892675|len=917|source=XP_010676966.1 PREDICTED: uncharacterized protein LOC104892675 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000008568	UGOseq_000008568|species=Beta_vulgaris|gene=LOC104892705|protein=Beta_vulgaris|gene=LOC104892705|len=832|source=XP_010676995.1|orthogroup=OG0000139	Beta_vulgaris	LOC104892705	Beta_vulgaris|gene=LOC104892705|len=832|source=XP_010676995.1	Beta_vulgaris|gene=LOC104892705|len=832|source=XP_010676995.1 PREDICTED: uncharacterized protein LOC104892705 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000008584	UGOseq_000008584|species=Beta_vulgaris|gene=LOC104892729|protein=Beta_vulgaris|gene=LOC104892729|len=1059|source=XP_010677018.1|orthogroup=OG0000139	Beta_vulgaris	LOC104892729	Beta_vulgaris|gene=LOC104892729|len=1059|source=XP_010677018.1	Beta_vulgaris|gene=LOC104892729|len=1059|source=XP_010677018.1 PREDICTED: uncharacterized protein LOC104892729 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000008707	UGOseq_000008707|species=Beta_vulgaris|gene=LOC104892865|protein=Beta_vulgaris|gene=LOC104892865|len=1103|source=XP_010677188.1|orthogroup=OG0000139	Beta_vulgaris	LOC104892865	Beta_vulgaris|gene=LOC104892865|len=1103|source=XP_010677188.1	Beta_vulgaris|gene=LOC104892865|len=1103|source=XP_010677188.1 PREDICTED: uncharacterized protein LOC104892865 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000008747	UGOseq_000008747|species=Beta_vulgaris|gene=LOC104892909|protein=Beta_vulgaris|gene=LOC104892909|len=649|source=XP_010677236.1|orthogroup=OG0000767	Beta_vulgaris	LOC104892909	Beta_vulgaris|gene=LOC104892909|len=649|source=XP_010677236.1	Beta_vulgaris|gene=LOC104892909|len=649|source=XP_010677236.1 PREDICTED: transcription factor MYC2 [Beta vulgaris subsp. vulgaris]	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000008823	UGOseq_000008823|species=Beta_vulgaris|gene=LOC104892995|protein=Beta_vulgaris|gene=LOC104892995|len=470|source=XP_010677327.1|orthogroup=OG0000139	Beta_vulgaris	LOC104892995	Beta_vulgaris|gene=LOC104892995|len=470|source=XP_010677327.1	Beta_vulgaris|gene=LOC104892995|len=470|source=XP_010677327.1 PREDICTED: uncharacterized protein LOC104892995 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000009064	UGOseq_000009064|species=Beta_vulgaris|gene=LOC104893281|protein=Beta_vulgaris|gene=LOC104893281|len=623|source=XP_010677682.1|orthogroup=OG0000139	Beta_vulgaris	LOC104893281	Beta_vulgaris|gene=LOC104893281|len=623|source=XP_010677682.1	Beta_vulgaris|gene=LOC104893281|len=623|source=XP_010677682.1 PREDICTED: uncharacterized protein LOC104893281 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000009074	UGOseq_000009074|species=Beta_vulgaris|gene=LOC104893292|protein=Beta_vulgaris|gene=LOC104893292|len=1373|source=XP_010677694.1|orthogroup=OG0000139	Beta_vulgaris	LOC104893292	Beta_vulgaris|gene=LOC104893292|len=1373|source=XP_010677694.1	Beta_vulgaris|gene=LOC104893292|len=1373|source=XP_010677694.1 PREDICTED: uncharacterized protein LOC104893292 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000009113	UGOseq_000009113|species=Beta_vulgaris|gene=LOC104893339|protein=Beta_vulgaris|gene=LOC104893339|len=323|source=XP_010677737.1|orthogroup=OG0000139	Beta_vulgaris	LOC104893339	Beta_vulgaris|gene=LOC104893339|len=323|source=XP_010677737.1	Beta_vulgaris|gene=LOC104893339|len=323|source=XP_010677737.1 PREDICTED: uncharacterized protein LOC104893339 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000009193	UGOseq_000009193|species=Beta_vulgaris|gene=LOC104893430|protein=Beta_vulgaris|gene=LOC104893430|len=280|source=XP_010677840.1|orthogroup=OG0000154	Beta_vulgaris	LOC104893430	Beta_vulgaris|gene=LOC104893430|len=280|source=XP_010677840.1	Beta_vulgaris|gene=LOC104893430|len=280|source=XP_010677840.1 PREDICTED: uncharacterized protein LOC104893430 [Beta vulgaris subsp. vulgaris]	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000009235	UGOseq_000009235|species=Beta_vulgaris|gene=LOC104893489|protein=Beta_vulgaris|gene=LOC104893489|len=191|source=XP_010677896.1|orthogroup=OG0000154	Beta_vulgaris	LOC104893489	Beta_vulgaris|gene=LOC104893489|len=191|source=XP_010677896.1	Beta_vulgaris|gene=LOC104893489|len=191|source=XP_010677896.1 PREDICTED: serine/arginine-rich splicing factor RS2Z32-like [Beta vulgaris subsp. vulgaris]	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000009327	UGOseq_000009327|species=Beta_vulgaris|gene=LOC104893595|protein=Beta_vulgaris|gene=LOC104893595|len=831|source=XP_010678024.1|orthogroup=OG0000139	Beta_vulgaris	LOC104893595	Beta_vulgaris|gene=LOC104893595|len=831|source=XP_010678024.1	Beta_vulgaris|gene=LOC104893595|len=831|source=XP_010678024.1 PREDICTED: uncharacterized protein LOC104893595 [Beta vulgaris subsp. vulgaris]	OG0000139	1	MYB-like transcriptional regulator	Developmental_TF	Tier_A_core_supported_but_OG_split	1.0	0.173	Review before validation		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000009440	UGOseq_000009440|species=Beta_vulgaris|gene=LOC104893741|protein=Beta_vulgaris|gene=LOC104893741|len=262|source=XP_010678175.1|orthogroup=OG0000154	Beta_vulgaris	LOC104893741	Beta_vulgaris|gene=LOC104893741|len=262|source=XP_010678175.1	Beta_vulgaris|gene=LOC104893741|len=262|source=XP_010678175.1 PREDICTED: uncharacterized protein LOC104893741 [Beta vulgaris subsp. vulgaris]	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
